,,,,Type,,Date,,Num,,Item,,Item Description,,Account,,Class,,Rep,,Paid,,Pay Meth,,Aging,,Qty,,Amount,,Balance,,Avg Days to Pay,,Paid Date,,Pay Period,,Amount Paid
,,,,Payment,,05/09/2024,,010074,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-599,440.00",,"1,180,000.00",,0.00,,,,,,0.00
,,,,Payment,,06/19/2024,,010238,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-1,180,000.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,07/01/2024,,AS010197,,,,,,Accounts Receivable,,Sal:RS,,A,,Paid,,,,,,,,"4,734,160.00",,"4,734,160.00",,0.00,,,,,,0.00
,,,,Payment,,08/23/2024,,010571,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-4,734,160.02",,-0.02,,0.00,,,,,,0.00
,,,,Invoice,,11/13/2024,,AS010353,,,,,,Accounts Receivable,,Sal:RS,,A,,Paid,,,,,,,,"61,360.00",,"61,359.98",,0.00,,,,,,0.00
,,,,Invoice,,11/27/2024,,AS010368,,,,,,Accounts Receivable,,Sal:RS,,A,,Paid,,,,,,,,"1,170,560.00",,"1,231,919.98",,0.00,,,,,,0.00
,,,,Payment,,01/07/2025,,178562,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-61,360.00",,"1,170,559.98",,0.00,,,,,,0.00
,,,,Payment,,01/17/2025,,178561,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-1,170,560.00",,-0.02,,0.00,,,,,,0.00
,,,,Invoice,,04/21/2025,,AS010574,,,,,,Accounts Receivable,,Sal:RS,,A,,Paid,,,,,,,,"1,256,700.00",,"1,256,699.98",,0.00,,,,,,0.00
,,,,Invoice,,05/02/2025,,AS010591,,,,,,Accounts Receivable,,Sal:RS,,A,,Paid,,,,,,,,"1,535,970.60",,"2,792,670.58",,0.00,,,,,,0.00
,,,,Payment,,07/02/2025,,179180,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-1,256,700.00",,"1,535,970.58",,0.00,,,,,,0.00
,,,,Payment,,07/29/2025,,003637,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-1,535,970.60",,-0.02,,0.00,,,,,,0.00
,,,,Invoice,,08/13/2025,,AS010752,,,,,,Accounts Receivable,,Sal:RS,,A,,Paid,,,,,,,,"219,775.00",,"219,774.98",,0.00,,,,,,0.00
,,,,Invoice,,08/18/2025,,AS010764,,,,,,Accounts Receivable,,Sal:RS,,AD,,Paid,,,,,,,,"941,640.00",,"1,161,414.98",,0.00,,,,,,0.00
,,,,Invoice,,09/09/2025,,AS010795,,,,,,Accounts Receivable,,Sal:RS,,A,,Paid,,,,,,,,"383,514.75",,"1,544,929.73",,0.00,,,,,,0.00
,,,,Payment,,10/27/2025,,003999,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-383,514.75",,"1,161,414.98",,0.00,,,,,,0.00
,,,,Invoice,,11/26/2025,,AS010927,,,,,,Accounts Receivable,,Sal:RS,,A,,Paid,,,,,,,,"1,291,524.75",,"2,452,939.73",,0.00,,,,,,0.00
,,,,Payment,,12/23/2025,,003898,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-219,775.00",,"2,233,164.73",,0.00,,,,,,0.00
,,,,Payment,,01/07/2026,,003897,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-941,640.00",,"1,291,524.73",,0.00,,,,,,0.00
,,,,Invoice,,01/29/2026,,AS011037,,,,,,Accounts Receivable,,,,A,,Paid,,,,,,,,"5,034,809.25",,"6,326,333.98",,0.00,,,,,,0.00
,,,,Payment,,02/03/2026,,003383,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-1,291,524.75",,"5,034,809.23",,0.00,,,,,,0.00
,,,,Invoice,,03/16/2026,,AS011098,,,,,,Accounts Receivable,,,,A,,Unpaid,,,,45,,,,"616,491.00",,"5,651,300.23",,0.00,,,,,,0.00
,,,,Payment,,03/20/2026,,100211,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-2,517,404.63",,"3,133,895.60",,0.00,,,,,,0.00
,,,,Invoice,,04/09/2026,,AS011144,,,,,,Accounts Receivable,,,,A,,Unpaid,,,,21,,,,"3,144,104.10",,"6,277,999.70",,0.00,,,,,,0.00
,,,,Payment,,04/24/2026,,100212,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-2,517,404.62",,"3,760,595.08",,0.00,,,,,,0.00
,Total Softlogic Information Technologies (Pvt),,,,,,,,,,,,,,,,,,,,,,,,,,,"3,760,595.08",,"3,760,595.08",,0.00,,,,,,
,Softlogic Life Insurance PLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,,,,Invoice,,07/28/2025,,AS010732,,,,,,Accounts Receivable,,,,AS,,Paid,,,,,,,,"35,400.00",,"35,400.00",,0.00,,,,,,0.00
,,,,Payment,,09/18/2025,,052621,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-35,400.00",,0.00,,0.00,,,,,,0.00
,Total Softlogic Life Insurance PLC,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,
,Softnet Information (Pvt) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,,,,Invoice,,09/04/2024,,AS010269,,,,,,Accounts Receivable,,,,AD,,Paid,,,,,,,,"283,200.00",,"283,200.00",,0.00,,,,,,0.00
,,,,Payment,,09/04/2024,,606310,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-141,600.00",,"141,600.00",,0.00,,,,,,0.00
,,,,Payment,,09/04/2024,,606311,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-141,600.00",,0.00,,0.00,,,,,,0.00
,Total Softnet Information (Pvt) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,
,Sourcecode-LK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,,,,Invoice,,06/26/2025,,AS010673,,,,,,Accounts Receivable,,Sal:RS,,AD,,Paid,,,,,,,,"247,800.00",,"247,800.00",,0.00,,,,,,0.00
,,,,Payment,,06/30/2025,,Online TRF,,,,,,Accounts Receivable,,,,,,Paid,,Bank Deposit,,,,,,"-247,800.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,07/05/2025,,AS010689,,,,,,Accounts Receivable,,Sal:RS,,AD,,Paid,,,,,,,,"201,780.00",,"201,780.00",,0.00,,,,,,0.00
,,,,Payment,,07/07/2025,,Online TRF,,,,,,Accounts Receivable,,,,,,Paid,,Bank Deposit,,,,,,"-201,780.00",,0.00,,0.00,,,,,,0.00
,Total Sourcecode-LK,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,
,Southern Technologies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,,,,Invoice,,10/11/2024,,AS010309,,,,,,Accounts Receivable,,Sal:EC,,AR,,Paid,,,,,,,,"54,600.00",,"54,600.00",,0.00,,,,,,0.00
,,,,Payment,,10/11/2024,,,,,,,,Accounts Receivable,,,,,,Paid,,Cash,,,,,,"-54,600.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,11/11/2024,,AS010347,,,,,,Accounts Receivable,,,,AR,,Paid,,,,,,,,"16,700.00",,"16,700.00",,0.00,,,,,,0.00
,,,,Payment,,11/11/2024,,Cash,,,,,,Accounts Receivable,,,,,,Paid,,Cash,,,,,,"-16,700.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,12/06/2024,,AS010383,,,,,,Accounts Receivable,,Sal:RS,,AR,,Paid,,,,,,,,"10,500.00",,"10,500.00",,0.00,,,,,,0.00
,,,,Payment,,12/06/2024,,Cash,,,,,,Accounts Receivable,,,,,,Paid,,Cash,,,,,,"-10,500.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,01/15/2025,,AS010430,,,,,,Accounts Receivable,,Sal:EC,,AR,,Paid,,,,,,,,"21,200.00",,"21,200.00",,0.00,,,,,,0.00
,,,,Payment,,01/16/2025,,Cash,,,,,,Accounts Receivable,,,,,,Paid,,Cash,,,,,,"-21,200.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,01/17/2025,,AS010434,,,,,,Accounts Receivable,,Sal:EC,,AR,,Paid,,,,,,,,"10,600.00",,"10,600.00",,0.00,,,,,,0.00
,,,,Payment,,01/17/2025,,Cash,,,,,,Accounts Receivable,,,,,,Paid,,Cash,,,,,,"-10,600.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,02/05/2025,,AS010472,,,,,,Accounts Receivable,,Sal:EC,,AR,,Paid,,,,,,,,"10,600.00",,"10,600.00",,0.00,,,,,,0.00
,,,,Payment,,02/05/2025,,Cash,,,,,,Accounts Receivable,,,,,,Paid,,Bank Deposit,,,,,,"-10,600.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,02/26/2025,,AS010501,,,,,,Accounts Receivable,,Sal:RS,,AR,,Paid,,,,,,,,"10,500.00",,"10,500.00",,0.00,,,,,,0.00
,,,,Payment,,02/26/2025,,Cash,,,,,,Accounts Receivable,,,,,,Paid,,Cash,,,,,,"-10,500.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,02/27/2025,,AS010512,,,,,,Accounts Receivable,,Sal:RS,,AR,,Paid,,,,,,,,"31,500.00",,"31,500.00",,0.00,,,,,,0.00
,,,,Payment,,02/27/2025,,Cash,,,,,,Accounts Receivable,,,,,,Paid,,Cash,,,,,,"-31,500.00",,0.00,,0.00,,,,,,0.00
,,,,Payment,,03/06/2025,,Cash,,,,,,Accounts Receivable,,,,,,Paid,,Cash,,,,,,"-10,500.00",,"-10,500.00",,0.00,,,,,,0.00
,,,,Invoice,,04/25/2025,,AS010584,,,,,,Accounts Receivable,,Sal:RS,,AR,,Paid,,,,,,,,"16,700.00",,"6,200.00",,0.00,,,,,,0.00
,,,,Payment,,04/25/2025,,Cash,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-16,700.00",,"-10,500.00",,0.00,,,,,,0.00
,,,,Invoice,,05/09/2025,,AS010596,,,,,,Accounts Receivable,,Sal:RS,,AR,,Paid,,,,,,,,"31,800.00",,"21,300.00",,0.00,,,,,,0.00
,,,,Payment,,05/09/2025,,Cash,,,,,,Accounts Receivable,,,,,,Paid,,Cash,,,,,,"-31,800.00",,"-10,500.00",,0.00,,,,,,0.00
,,,,Invoice,,05/23/2025,,AS010618,,,,,,Accounts Receivable,,Sal:RS,,AR,,Paid,,,,,,,,"10,600.00",,100.00,,0.00,,,,,,0.00
,,,,Payment,,05/23/2025,,Cash,,,,,,Accounts Receivable,,,,,,Paid,,Cash,,,,,,"-10,600.00",,"-10,500.00",,0.00,,,,,,0.00
,,,,Invoice,,06/02/2025,,AS010629,,,,,,Accounts Receivable,,Sal:EC,,AR,,Paid,,,,,,,,"21,200.00",,"10,700.00",,0.00,,,,,,0.00
,,,,Payment,,06/02/2025,,Cash,,,,,,Accounts Receivable,,,,,,Paid,,Cash,,,,,,"-21,200.00",,"-10,500.00",,0.00,,,,,,0.00
,,,,Invoice,,07/21/2025,,AS010721,,,,,,Accounts Receivable,,Sal:RS,,AR,,Paid,,,,,,,,"10,600.00",,100.00,,0.00,,,,,,0.00
,,,,Payment,,07/21/2025,,Online TRF,,,,,,Accounts Receivable,,,,,,Paid,,Bank Deposit,,,,,,"-10,600.00",,"-10,500.00",,0.00,,,,,,0.00
,,,,Invoice,,08/15/2025,,AS010755,,,,,,Accounts Receivable,,Sal:RS,,AR,,Paid,,,,,,,,"10,500.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,08/19/2025,,AS010767,,,,,,Accounts Receivable,,Sal:RS,,AR,,Paid,,,,,,,,"21,000.00",,"21,000.00",,0.00,,,,,,0.00
,,,,Payment,,08/19/2025,,Cash,,,,,,Accounts Receivable,,,,,,Paid,,Cash,,,,,,"-21,000.00",,0.00,,0.00,,,,,,0.00
,,,,Payment,,08/19/2025,,Cash,,,,,,Accounts Receivable,,,,,,Paid,,Cash,,,,,,"-10,500.00",,"-10,500.00",,0.00,,,,,,0.00
,,,,Invoice,,08/29/2025,,AS010782,,,,,,Accounts Receivable,,Sal:EC,,AR,,Paid,,,,,,,,"10,500.00",,0.00,,0.00,,,,,,0.00
,,,,Payment,,09/01/2025,,Online TRF,,,,,,Accounts Receivable,,,,,,Paid,,Bank Deposit,,,,,,"-10,500.00",,"-10,500.00",,0.00,,,,,,0.00
,,,,Invoice,,09/03/2025,,AS010787,,,,,,Accounts Receivable,,Sal:RS,,AR,,Paid,,,,,,,,"10,500.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,09/12/2025,,AS010802,,,,,,Accounts Receivable,,Sal:RS,,AR,,Paid,,,,,,,,"31,500.00",,"31,500.00",,0.00,,,,,,0.00
,,,,Payment,,09/12/2025,,,,,,,,Accounts Receivable,,,,,,Paid,,Cash,,,,,,"-31,500.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,10/14/2025,,AS010845,,,,,,Accounts Receivable,,Sal:RS,,AR,,Paid,,,,,,,,"21,000.00",,"21,000.00",,0.00,,,,,,0.00
,,,,Payment,,10/14/2025,,Cash,,,,,,Accounts Receivable,,,,,,Paid,,Cash,,,,,,"-21,000.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,10/29/2025,,AS010876,,,,,,Accounts Receivable,,,,AR,,Paid,,,,,,,,"21,000.00",,"21,000.00",,0.00,,,,,,0.00
,,,,Payment,,10/29/2025,,Cash,,,,,,Accounts Receivable,,,,,,Paid,,Cash,,,,,,"-21,000.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,03/30/2026,,AS011126,,,,,,Accounts Receivable,,,,AR,,Paid,,,,,,,,"53,000.00",,"53,000.00",,0.00,,,,,,0.00
,,,,Payment,,03/30/2026,,Cash,,,,,,Accounts Receivable,,,,,,Paid,,Cash,,,,,,"-53,000.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,04/29/2026,,AS011169,,,,,,Accounts Receivable,,Sal:RS,,AR,,Paid,,,,,,,,"53,000.00",,"53,000.00",,0.00,,,,,,0.00
,,,,Payment,,04/29/2026,,,,,,,,Accounts Receivable,,,,,,Paid,,Cash,,,,,,"-53,000.00",,0.00,,0.00,,,,,,0.00
,Total Southern Technologies,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,
,SouthNet Technologies (Pvt) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,Total SouthNet Technologies (Pvt) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,,,,,
,Sporting Times,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"250,500.00",,,,,,,,
,,,,Payment,,01/31/2024,,664143,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-160,500.00",,"90,000.00",,0.00,,,,,,0.00
,,,,Payment,,01/31/2024,,664065,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-90,000.00",,0.00,,0.00,,,,,,0.00
,Total Sporting Times,,,,,,,,,,,,,,,,,,,,,,,,,,,"-250,500.00",,0.00,,0.00,,,,,,
,Sri Laka Rupahavani Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,,,,Invoice,,08/20/2024,,AS010252,,,,,,Accounts Receivable,,Sal:EC,,AD,,Paid,,,,,,,,"17,700.00",,"17,700.00",,0.00,,,,,,0.00
,,,,Payment,,08/20/2024,,Cash,,,,,,Accounts Receivable,,,,,,Paid,,Cash,,,,,,"-17,700.00",,0.00,,0.00,,,,,,0.00
,Total Sri Laka Rupahavani Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,
,Sri Lanka Institute Of Marketing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,Total Sri Lanka Institute Of Marketing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,,,,,
,SRI LANKA INSURANCE CORPORATION LTD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,Total SRI LANKA INSURANCE CORPORATION LTD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,,,,,
,Sri Lanka Telecom (Services) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,Total Sri Lanka Telecom (Services) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,,,,,
,ST Curtains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,Total ST Curtains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,,,,,
,Staff Darshana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,Total Staff Darshana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,,,,,
,Star Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,,,,Payment,,09/19/2024,,Online TRF,,,,,,Accounts Receivable,,,,,,Paid,,Bank Deposit,,,,,,"-213,580.00",,"-213,580.00",,0.00,,,,,,0.00
,,,,Invoice,,09/20/2024,,AS010287,,,,,,Accounts Receivable,,Sal:RS,,A,,Paid,,,,,,,,"213,580.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,04/07/2025,,AS010560,,,,,,Accounts Receivable,,Sal:EC,,AD,,Paid,,,,,,,,"9,600.00",,"9,600.00",,0.00,,,,,,0.00
,,,,Payment,,04/07/2025,,Online TRF,,,,,,Accounts Receivable,,,,,,Paid,,Bank Deposit,,,,,,"-9,600.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,05/28/2025,,AS010624,,,,,,Accounts Receivable,,Sal:EC,,AR,,Paid,,,,,,,,"9,400.00",,"9,400.00",,0.00,,,,,,0.00
,,,,Payment,,05/28/2025,,Cash,,,,,,Accounts Receivable,,,,,,Paid,,Cash,,,,,,"-9,400.00",,0.00,,0.00,,,,,,0.00
,Total Star Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,
,STATEMAN HATS (Pvt) LTD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,Total STATEMAN HATS (Pvt) LTD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,,,,,
,Stax Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,Total Stax Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,,,,,
,Stelacom (Pvt) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,Total Stelacom (Pvt) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,,,,,
,Studio Click,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"645,000.00",,,,,,,,
,,,,Payment,,02/03/2024,,909769,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-645,000.00",,0.00,,0.00,,,,,,0.00
,Total Studio Click,,,,,,,,,,,,,,,,,,,,,,,,,,,"-645,000.00",,0.00,,0.00,,,,,,
,Studio Creative Minds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,,,,Invoice,,06/17/2025,,AS010655,,,,,,Accounts Receivable,,Sal:EC,,AD,,Paid,,,,,,,,"398,000.00",,"398,000.00",,0.00,,,,,,0.00
,,,,Invoice,,06/19/2025,,AS010661,,,,,,Accounts Receivable,,Sal:RS,,AD,,Paid,,,,,,,,"7,000.00",,"405,000.00",,0.00,,,,,,0.00
,,,,Payment,,07/19/2025,,Online TRF,,,,,,Accounts Receivable,,,,,,Paid,,Bank Deposit,,,,,,"-200,000.00",,"205,000.00",,0.00,,,,,,0.00
,,,,Payment,,08/20/2025,,Online TRF,,,,,,Accounts Receivable,,,,,,Paid,,Bank Deposit,,,,,,"-205,000.00",,0.00,,0.00,,,,,,0.00
,Total Studio Creative Minds,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,
,Studio Dreambox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,,,,Invoice,,01/20/2025,,AS010443,,,,,,Accounts Receivable,,Sal:EC,,AD,,Paid,,,,,,,,"113,000.00",,"113,000.00",,0.00,,,,,,0.00
,,,,Payment,,01/20/2025,,Online TRF,,,,,,Accounts Receivable,,,,,,Paid,,Bank Deposit,,,,,,"-113,000.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,02/12/2026,,AS011054,,,,,,Accounts Receivable,,,,AD,,Paid,,,,,,,,"119,000.00",,"119,000.00",,0.00,,,,,,0.00
,,,,Payment,,02/12/2026,,Online TRF,,,,,,Accounts Receivable,,,,,,Paid,,Bank Deposit,,,,,,"-119,000.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,03/16/2026,,AS011099,,,,,,Accounts Receivable,,,,AD,,Unpaid,,,,45,,,,"447,000.00",,"447,000.00",,0.00,,,,,,0.00
,,,,Payment,,03/16/2026,,Online TRF,,,,,,Accounts Receivable,,,,,,Paid,,Bank Deposit,,,,,,"-200,000.00",,"247,000.00",,0.00,,,,,,0.00
,Total Studio Dreambox,,,,,,,,,,,,,,,,,,,,,,,,,,,"247,000.00",,"247,000.00",,0.00,,,,,,
,Studio Focus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,,,,Invoice,,01/30/2026,,AS011039,,,,,,Accounts Receivable,,,,AD,,Paid,,,,,,,,"35,000.00",,"35,000.00",,0.00,,,,,,0.00
,,,,Payment,,01/30/2026,,Cash,,,,,,Accounts Receivable,,,,,,Paid,,Cash,,,,,,"-35,000.00",,0.00,,0.00,,,,,,0.00
,Total Studio Focus,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,
,Studio Lakdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"200,000.00",,,,,,,,
,,,,Payment,,01/23/2024,,Online TRF,,,,,,Accounts Receivable,,,,,,Paid,,Bank Deposit,,,,,,"-200,000.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,06/06/2024,,AS010165,,,,,,Accounts Receivable,,Sal:RS,,AD,,Paid,,,,,,,,"88,000.00",,"88,000.00",,0.00,,,,,,0.00
,,,,Invoice,,06/26/2024,,AS010194,,,,,,Accounts Receivable,,Sal:EC,,AD,,Paid,,,,,,,,"58,000.00",,"146,000.00",,0.00,,,,,,0.00
,,,,Invoice,,08/27/2024,,AS010261,,,,,,Accounts Receivable,,Sal:EC,,AD,,Paid,,,,,,,,"60,000.00",,"206,000.00",,0.00,,,,,,0.00
,,,,Payment,,10/24/2024,,834466,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-88,000.00",,"118,000.00",,0.00,,,,,,0.00
,,,,Invoice,,12/31/2024,,AS010418,,,,,,Accounts Receivable,,Sal:RS,,AD,,Paid,,,,,,,,"21,240.00",,"139,240.00",,0.00,,,,,,0.00
,,,,Payment,,01/03/2025,,Online TRF,,,,,,Accounts Receivable,,,,,,Paid,,Bank Deposit,,,,,,"-118,000.00",,"21,240.00",,0.00,,,,,,0.00
,,,,Invoice,,05/09/2025,,AS010599,,,,,,Accounts Receivable,,Sal:RS,,AD,,Paid,,,,,,,,"26,500.00",,"47,740.00",,0.00,,,,,,0.00
,,,,Invoice,,07/22/2025,,AS010723,,,,,,Accounts Receivable,,,,AD,,Paid,,,,,,,,"163,000.00",,"210,740.00",,0.00,,,,,,0.00
,,,,Payment,,11/18/2025,,667710,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-210,740.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,12/18/2025,,AS010971,,,,,,Accounts Receivable,,Sal:EC,,AD,,Paid,,,,,,,,"161,660.00",,"161,660.00",,0.00,,,,,,0.00
,,,,Payment,,02/24/2026,,667731,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-161,660.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,04/23/2026,,AS011159,,,,,,Accounts Receivable,,,,AD,,Unpaid,,,,7,,,,"170,000.00",,"170,000.00",,0.00,,,,,,0.00
,Total Studio Lakdam,,,,,,,,,,,,,,,,,,,,,,,,,,,"-30,000.00",,"170,000.00",,0.00,,,,,,
,Studio Pro-Eye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,Total Studio Pro-Eye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,,,,,
,Studio Siyakroo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,,,,Invoice,,11/07/2024,,AS010344,,,,,,Accounts Receivable,,Sal:EC,,AD,,Paid,,,,,,,,"156,000.00",,"156,000.00",,0.00,,,,,,0.00
,,,,Payment,,11/20/2024,,561169,,,,,,Accounts Receivable,,,,,,Paid,,Bank Deposit,,,,,,"-52,000.00",,"104,000.00",,0.00,,,,,,0.00
,,,,Payment,,11/20/2024,,561170,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-52,000.00",,"52,000.00",,0.00,,,,,,0.00
,,,,Payment,,11/20/2024,,561171,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-52,000.00",,0.00,,0.00,,,,,,0.00
,Total Studio Siyakroo,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,
,SUDARSHANA SENADHEERA ARCHITECTS (PVT) LT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,,,,Invoice,,03/06/2024,,AS010069,,,,,,Accounts Receivable,,Sal:EC,,AD,,Paid,,,,,,,,"21,240.00",,"21,240.00",,0.00,,,,,,0.00
,,,,Payment,,03/06/2024,,Cash,,,,,,Accounts Receivable,,,,,,Paid,,Cash,,,,,,"-21,240.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,12/19/2024,,AS010401,,,,,,Accounts Receivable,,Sal:EC,,AD,,Paid,,,,,,,,"4,720.00",,"4,720.00",,0.00,,,,,,0.00
,,,,Payment,,02/20/2025,,Cash Deposit,,,,,,Accounts Receivable,,,,,,Paid,,Bank Deposit,,,,,,"-4,720.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,05/23/2025,,AS010617,,,,,,Accounts Receivable,,Sal:EC,,AD,,Paid,,,,,,,,"38,940.00",,"38,940.00",,0.00,,,,,,0.00
,,,,Payment,,06/20/2025,,Online TRF,,,,,,Accounts Receivable,,,,,,Paid,,Bank Deposit,,,,,,"-38,940.00",,0.00,,0.00,,,,,,0.00
,Total SUDARSHANA SENADHEERA ARCHITECTS (PVT) LT,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,
,Sumathi Information Technology (Pvt) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,,,,Invoice,,01/19/2024,,AS010028,,,,,,Accounts Receivable,,Sal:RS,,A,,Paid,,,,,,,,"113,280.00",,"113,280.00",,0.00,,,,,,0.00
,,,,Payment,,01/26/2024,,994660,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-113,280.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,03/05/2024,,AS010067,,,,,,Accounts Receivable,,Sal:RS,,A,,Paid,,,,,,,,"507,400.02",,"507,400.02",,0.00,,,,,,0.00
